note_id,publish_time,quality_score,fields,content_type,popularity,topics,topic_vector,total_citations,recent_views_30d,trend_score,overall_quality,engagement_score,professionalism,completeness
note_0025,2024-09-12 13:02:47.837348,0.4444267004434757,['蛋白质折叠'],最新论文,0.2337512789525334,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",37,4,0.10810810810810811,0.43,0.158,0.925,0.437
note_0026,2026-02-26 13:02:47.837407,0.6209719812720134,"['机器学习', '深度学习']",综述文章,0.5133317072178852,"[""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 0]",54,7,0.12962962962962962,0.65,0.764,0.457,0.688
note_0027,2026-02-17 13:02:47.837474,0.5396876055206906,['深度学习'],技术教程,0.4183502018153012,"[""机器学习"", ""方法学""]","[0, 0, 1, 0, 0, 0, 1, 0]",38,6,0.15789473684210525,0.624,0.686,0.656,0.694
note_0028,2025-08-07 13:02:47.837537,0.220020656789461,['分子动力学'],最新论文,0.1233108971458699,"[""应用案例"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 1]",5,0,0.0,0.45,0.654,0.773,0.334
note_0029,2026-03-01 13:02:47.837617,0.5456681310438245,['酶催化'],应用案例,0.4655387325720097,"[""应用案例""]","[0, 0, 0, 0, 0, 0, 0, 1]",36,5,0.1388888888888889,0.463,0.256,0.97,0.15
note_0030,2024-05-29 13:02:47.837680,0.4840602734968984,['蛋白质-配体相互作用'],技术教程,0.2526569453064298,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",46,9,0.1956521739130435,0.486,0.283,0.715,0.669
note_0031,2025-10-17 13:02:47.837738,0.4366252294471038,['机器学习'],技术教程,0.255233358702807,"[""机器学习"", ""方法学""]","[0, 0, 1, 0, 0, 0, 1, 0]",31,3,0.0967741935483871,0.64,0.757,0.764,0.825
note_0032,2026-02-19 13:02:47.837798,0.7105492092698494,['蛋白质折叠'],经典方法,0.5596320202216749,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",47,13,0.2765957446808511,0.514,0.293,0.134,0.814
note_0033,2026-01-14 13:02:47.837855,0.9430584276216608,['蛋白质折叠'],实验技巧,0.6311892386480749,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",49,4,0.08163265306122448,0.68,0.394,0.401,0.834
note_0034,2026-02-09 13:02:47.837915,0.2207871840590695,"['酶催化', '蛋白质折叠']",经典方法,0.1632545878220128,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",28,7,0.25,0.342,0.313,0.44,0.623
note_0035,2023-08-14 13:02:47.837976,0.8531421069496132,['蛋白质折叠'],实验技巧,0.4397289674229978,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",63,16,0.25396825396825395,0.772,0.682,0.684,0.826
note_0036,2026-02-05 13:02:47.838036,0.7533993498397581,"['AlphaFold', '深度学习']",算法解读,0.5475895066818071,"[""机器学习"", ""结构预测""]","[1, 0, 1, 0, 0, 0, 0, 0]",72,8,0.1111111111111111,0.613,0.229,0.787,0.831
note_0037,2025-03-11 13:02:47.838094,0.8174824089885977,"['深度学习', '蛋白质结构预测']",综述文章,0.4395896030339018,"[""机器学习"", ""结构预测""]","[1, 0, 1, 0, 0, 0, 0, 0]",26,7,0.2692307692307692,0.647,0.566,0.712,0.289
note_0038,2024-04-02 13:02:47.838153,0.7952717960014292,['深度学习'],应用案例,0.4137460117855912,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",34,7,0.20588235294117646,0.76,0.958,0.532,0.497
note_0039,2025-10-24 13:02:47.838237,0.7673625443248248,['AlphaFold'],应用案例,0.4510178071698412,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",35,5,0.14285714285714285,0.711,0.824,0.444,0.599
note_0040,2026-02-19 13:02:47.838304,0.6693076862614378,['蛋白质折叠'],应用案例,0.5240862198020044,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",48,7,0.14583333333333334,0.581,0.254,0.743,0.838
note_0041,2023-07-31 13:02:47.838370,0.7081624238643656,['蛋白质-配体相互作用'],经典方法,0.3648535417975859,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",52,14,0.2692307692307692,0.401,0.24,0.247,0.061
note_0042,2025-09-13 13:02:47.838432,0.9446191714299872,['分子动力学'],最新论文,0.5394231460214952,"[""应用案例"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 1]",80,15,0.1875,0.7,0.321,0.605,0.901
note_0043,2024-06-24 13:02:47.838490,0.3676939192937971,['分子动力学'],应用案例,0.1922309923206541,"[""应用案例"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 1]",26,6,0.23076923076923078,0.538,0.568,0.688,0.78
note_0044,2024-09-06 13:02:47.838549,0.3934190823846365,['机器学习'],应用案例,0.2068183960189807,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",7,1,0.14285714285714285,0.476,0.589,0.486,0.462
note_0045,2025-06-23 13:02:47.838622,0.6027358071232021,['机器学习'],技术教程,0.3321248416769348,"[""机器学习"", ""方法学""]","[0, 0, 1, 0, 0, 0, 1, 0]",32,6,0.1875,0.616,0.731,0.806,0.23
note_0046,2025-05-29 13:02:47.838692,0.5398581437381671,"['深度学习', '酶催化']",算法解读,0.295330086430512,"[""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 0]",60,11,0.18333333333333332,0.581,0.555,0.5,0.826
note_0047,2025-10-10 13:02:47.838752,0.4833687337004416,['蛋白质结构预测'],技术教程,0.2808776563315527,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",29,4,0.13793103448275862,0.519,0.239,0.793,0.902
note_0048,2026-02-13 13:02:47.838816,0.3967844113251751,['分子动力学'],算法解读,0.299917041942023,"[""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 0]",23,4,0.17391304347826086,0.448,0.377,0.563,0.609
note_0049,2024-12-29 13:02:47.838880,0.1884105079028973,['蛋白质折叠'],算法解读,0.1002248300247805,"[""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 0]",5,0,0.0,0.343,0.54,0.269,0.438
note_0050,2025-08-08 13:02:47.838941,0.5632993820902095,['分子动力学'],综述文章,0.3158266124217592,"[""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 0]",38,9,0.23684210526315788,0.669,0.746,0.608,0.858
note_0051,2026-01-03 13:02:47.839006,0.9599028301261576,"['蛋白质折叠', '分子动力学']",经典方法,0.6249114611968215,"[""方法学"", ""分子模拟"", ""结构预测""]","[1, 1, 0, 0, 0, 0, 1, 0]",45,12,0.26666666666666666,0.726,0.691,0.502,0.399
note_0052,2024-11-06 13:02:47.839067,0.3924573074113334,['机器学习'],最新论文,0.2075001045670352,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",9,2,0.2222222222222222,0.348,0.204,0.316,0.547
note_0053,2026-01-30 13:02:47.839127,0.6489538923773712,"['分子动力学', '蛋白质折叠']",最新论文,0.458088382691441,"[""应用案例"", ""分子模拟"", ""结构预测""]","[1, 1, 0, 0, 0, 0, 0, 1]",63,16,0.25396825396825395,0.588,0.441,0.568,0.738
note_0054,2025-11-17 13:02:47.839186,0.7364863748810361,['酶催化'],技术教程,0.443590953020074,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",50,6,0.12,0.665,0.539,0.785,0.603
note_0055,2025-02-06 13:02:47.839268,0.6486296635435265,['酶催化'],经典方法,0.3469163264958999,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",35,9,0.2571428571428571,0.557,0.467,0.636,0.415
note_0056,2023-12-20 13:02:47.839330,0.9526808679831524,"['酶催化', '蛋白质折叠']",技术教程,0.4932713116339646,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",68,18,0.2647058823529412,0.806,0.84,0.502,0.651
note_0057,2021-05-09 13:02:47.839389,0.4857300840540552,"['分子动力学', '蛋白质-配体相互作用']",技术教程,0.2469140283171845,"[""方法学"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 1, 0]",9,1,0.1111111111111111,0.463,0.339,0.863,0.25
note_0058,2025-12-05 13:02:47.839447,0.4065432438308202,['AlphaFold'],综述文章,0.2507123377794901,"[""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 0]",18,3,0.16666666666666666,0.446,0.283,0.732,0.589
note_0059,2023-12-28 13:02:47.839507,0.9358100026603084,['蛋白质结构预测'],经典方法,0.4846850609718705,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",53,5,0.09433962264150944,0.672,0.367,0.726,0.522
note_0060,2025-04-04 13:02:47.839575,0.4573035778255363,['深度学习'],应用案例,0.2470300695418337,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",29,5,0.1724137931034483,0.492,0.386,0.509,0.781
note_0061,2022-05-03 13:02:47.839646,0.7860239066727156,['机器学习'],最新论文,0.4011950562471453,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",11,1,0.09090909090909091,0.701,0.643,0.721,0.572
note_0062,2024-10-24 13:02:47.839709,0.3441443169640711,['蛋白质-配体相互作用'],实验技巧,0.1817114975702973,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",9,1,0.1111111111111111,0.466,0.467,0.419,0.835
note_0063,2025-08-16 13:02:47.839767,0.6981517451266532,"['蛋白质结构预测', '蛋白质折叠']",技术教程,0.3927866967305662,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",35,7,0.2,0.478,0.194,0.26,0.68
note_0064,2026-01-18 13:02:47.839833,0.4353251763457816,"['蛋白质折叠', '机器学习']",最新论文,0.294738992598439,"[""应用案例"", ""机器学习"", ""结构预测""]","[1, 0, 1, 0, 0, 0, 0, 1]",37,8,0.21621621621621623,0.53,0.402,0.864,0.702
note_0065,2025-07-03 13:02:47.839894,0.6229124488968806,['蛋白质折叠'],最新论文,0.3444594829415291,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",39,11,0.28205128205128205,0.618,0.469,0.739,0.783
note_0066,2025-02-22 13:02:47.839956,0.5149545412956451,['蛋白质结构预测'],综述文章,0.2761209517238801,"[""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 0]",25,3,0.12,0.557,0.74,0.596,0.261
note_0067,2025-09-09 13:02:47.840016,0.2724168666078596,"['AlphaFold', '蛋白质折叠']",技术教程,0.1551287018256424,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",0,0,0.0,0.326,0.029,0.829,0.558
note_0068,2024-12-26 13:02:47.840072,0.5505092313963119,"['分子动力学', '深度学习']",最新论文,0.2927298675223846,"[""应用案例"", ""机器学习"", ""分子模拟""]","[0, 1, 1, 0, 0, 0, 0, 1]",28,3,0.10714285714285714,0.506,0.291,0.665,0.659
note_0069,2024-09-14 13:02:47.840130,0.6457078140171761,['AlphaFold'],经典方法,0.3396953487606037,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",34,3,0.08823529411764706,0.601,0.563,0.469,0.687
note_0070,2025-10-12 13:02:47.840190,0.7067591704737651,"['深度学习', '蛋白质折叠']",最新论文,0.4115224482700388,"[""应用案例"", ""机器学习"", ""结构预测""]","[1, 0, 1, 0, 0, 0, 0, 1]",90,14,0.15555555555555556,0.476,0.236,0.489,0.328
note_0071,2025-08-19 13:02:47.840271,0.7408590174598789,['深度学习'],综述文章,0.4173259660323588,"[""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 0]",37,4,0.10810810810810811,0.597,0.669,0.445,0.221
note_0072,2025-07-12 13:02:47.840332,0.4424348061540571,['蛋白质结构预测'],最新论文,0.2453974699599883,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",30,5,0.16666666666666666,0.498,0.572,0.679,0.318
note_0073,2026-01-09 13:02:47.840395,0.7116549206064197,"['蛋白质-配体相互作用', 'AlphaFold']",技术教程,0.4700319631251081,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",69,10,0.14492753623188406,0.648,0.701,0.578,0.443
note_0074,2026-01-22 13:02:47.840456,0.6998575416444124,['蛋白质-配体相互作用'],算法解读,0.4801575967071025,"[""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 0]",63,15,0.23809523809523808,0.499,0.073,0.701,0.612
note_0075,2024-07-16 13:02:47.840517,0.9736797926046666,['蛋白质折叠'],技术教程,0.509832683182062,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",78,17,0.21794871794871795,0.675,0.562,0.136,0.647
note_0076,2025-02-24 13:02:47.840598,0.6990102188018632,['蛋白质-配体相互作用'],算法解读,0.3749075195202296,"[""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 0]",8,1,0.125,0.691,0.695,0.666,0.685
note_0077,2026-02-02 13:02:47.840660,0.5144520632827178,['蛋白质结构预测'],算法解读,0.3685822243698556,"[""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 0]",16,1,0.0625,0.545,0.483,0.624,0.671
note_0078,2025-11-06 13:02:47.840719,0.3140686830061521,"['机器学习', '深度学习']",最新论文,0.1870363113224192,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",6,1,0.16666666666666666,0.425,0.559,0.482,0.394
note_0079,2025-08-27 13:02:47.840778,0.7853538608734578,['机器学习'],最新论文,0.4441311339999137,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",12,2,0.16666666666666666,0.528,0.262,0.408,0.496
note_0080,2025-12-08 13:02:47.840841,0.8117042582572024,['机器学习'],应用案例,0.5029746417815434,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",51,6,0.11764705882352941,0.624,0.645,0.334,0.37
note_0081,2024-06-30 13:02:47.840905,0.5759434400242761,"['蛋白质结构预测', 'AlphaFold']",应用案例,0.3012386296517065,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",11,3,0.2727272727272727,0.48,0.437,0.431,0.362
note_0082,2026-01-11 13:02:47.840965,0.6761977194641976,['蛋白质-配体相互作用'],技术教程,0.44939042359309,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",74,9,0.12162162162162163,0.571,0.384,0.461,0.771
note_0083,2023-12-06 13:02:47.841023,0.3528564546138549,['分子动力学'],技术教程,0.182592904367889,"[""方法学"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 1, 0]",2,0,0.0,0.332,0.265,0.609,0.134
note_0084,2025-09-02 13:02:47.841081,0.6968761874583728,['蛋白质-配体相互作用'],技术教程,0.3953401796177004,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",32,8,0.25,0.572,0.504,0.832,0.114
note_0085,2025-12-08 13:02:47.841140,0.1618377838744321,['酶催化'],技术教程,0.1002935337536253,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",26,6,0.23076923076923078,0.431,0.468,0.784,0.721
note_0086,2025-01-11 13:02:47.841215,0.5090288928327544,['酶催化'],实验技巧,0.2712246598706855,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",2,0,0.0,0.41,0.162,0.547,0.506
note_0087,2024-01-25 13:02:47.841283,0.8619704886215123,['分子动力学'],实验技巧,0.4469856851775219,"[""方法学"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 1, 0]",11,1,0.09090909090909091,0.533,0.169,0.425,0.488
note_0088,2026-02-25 13:02:47.841341,0.6399400799990699,"['深度学习', '机器学习']",经典方法,0.5244941248500016,"[""机器学习"", ""方法学""]","[0, 0, 1, 0, 0, 0, 1, 0]",55,15,0.2727272727272727,0.532,0.491,0.546,0.314
note_0089,2025-05-23 13:02:47.841408,0.5420881148191551,"['分子动力学', '蛋白质结构预测']",应用案例,0.2960663786596549,"[""应用案例"", ""分子模拟"", ""结构预测""]","[1, 1, 0, 0, 0, 0, 0, 1]",34,5,0.14705882352941177,0.436,0.114,0.63,0.601
note_0090,2025-11-04 13:02:47.841470,0.7741953808136498,"['蛋白质-配体相互作用', '酶催化']",实验技巧,0.4598770197772408,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",60,10,0.16666666666666666,0.615,0.699,0.245,0.395
note_0091,2025-12-22 13:02:47.841531,0.407669744165472,['蛋白质折叠'],技术教程,0.2585073375945915,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",35,9,0.2571428571428571,0.59,0.604,0.761,0.876
note_0092,2025-12-30 13:02:47.841606,0.3031460363092756,['酶催化'],应用案例,0.1953517476244765,"[""应用案例""]","[0, 0, 0, 0, 0, 0, 0, 1]",24,6,0.25,0.352,0.08,0.739,0.637
note_0093,2025-05-03 13:02:47.841675,0.8693725203878513,['酶催化'],最新论文,0.4725241187220148,"[""应用案例""]","[0, 0, 0, 0, 0, 0, 0, 1]",33,4,0.12121212121212122,0.685,0.816,0.3,0.315
note_0094,2025-08-06 13:02:47.841745,0.9044225590063496,['蛋白质折叠'],最新论文,0.5066715032233401,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",54,15,0.2777777777777778,0.699,0.491,0.443,0.822
note_0095,2024-05-07 13:02:47.841807,0.9599972492659484,['蛋白质-配体相互作用'],技术教程,0.5003976484755257,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",55,5,0.09090909090909091,0.798,0.66,0.618,0.824
note_0096,2025-07-16 13:02:47.841867,0.8427426817329391,"['AlphaFold', '机器学习']",最新论文,0.4681688112647005,"[""应用案例"", ""机器学习"", ""结构预测""]","[1, 0, 1, 0, 0, 0, 0, 1]",31,4,0.12903225806451613,0.633,0.431,0.69,0.42
note_0097,2024-08-19 13:02:47.841928,0.1271324259988337,['分子动力学'],实验技巧,0.0667362836482243,"[""方法学"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 1, 0]",43,9,0.20930232558139536,0.374,0.503,0.716,0.43
note_0098,2025-04-25 13:02:47.841984,0.4568852694718819,['深度学习'],应用案例,0.2478967042540409,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",33,4,0.12121212121212122,0.48,0.452,0.674,0.403
note_0099,2025-09-07 13:02:47.842041,0.6694968791911292,['AlphaFold'],经典方法,0.3808337156548296,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",18,2,0.1111111111111111,0.643,0.646,0.697,0.514
note_0100,2025-07-10 13:02:47.842107,0.6345013284668719,['蛋白质-配体相互作用'],最新论文,0.3517109549258703,"[""应用案例""]","[0, 0, 0, 0, 0, 0, 0, 1]",50,12,0.24,0.602,0.53,0.921,0.339
note_0101,2023-12-04 13:02:47.842174,0.6752314627148689,['机器学习'],算法解读,0.3493865068873937,"[""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 0]",53,12,0.22641509433962265,0.614,0.464,0.968,0.396
note_0102,2023-03-20 13:02:47.842256,0.6634961940762749,['分子动力学'],综述文章,0.3406416844406786,"[""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 0]",42,8,0.19047619047619047,0.601,0.394,0.777,0.673
note_0103,2025-12-08 13:02:47.842318,0.8906263448004218,"['蛋白质结构预测', '酶催化']",技术教程,0.5514181400830218,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",50,7,0.14,0.692,0.576,0.335,0.749
note_0104,2025-12-08 13:02:47.842375,0.799657911407322,['蛋白质折叠'],经典方法,0.4952112203885682,"[""方法学"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 1, 0]",33,4,0.12121212121212122,0.773,0.863,0.54,0.757
note_0105,2025-02-20 13:02:47.842432,0.3753326198216308,['蛋白质折叠'],最新论文,0.2011783025072514,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",18,5,0.2777777777777778,0.399,0.392,0.592,0.281
note_0106,2025-09-13 13:02:47.842489,0.5538587738826503,"['机器学习', '蛋白质-配体相互作用']",最新论文,0.3162338255974072,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",37,8,0.21621621621621623,0.603,0.572,0.843,0.559
note_0107,2025-03-31 13:02:47.842550,0.4381490783115265,['酶催化'],技术教程,0.2365031971849282,"[""方法学""]","[0, 0, 0, 0, 0, 0, 1, 0]",23,4,0.17391304347826086,0.568,0.707,0.498,0.708
note_0108,2025-10-13 13:02:47.842622,0.6476734257828167,"['蛋白质-配体相互作用', '深度学习']",最新论文,0.3775028685502654,"[""应用案例"", ""机器学习""]","[0, 0, 1, 0, 0, 0, 0, 1]",66,13,0.19696969696969696,0.524,0.552,0.291,0.37
note_0109,2025-08-28 13:02:47.842683,0.7548131939758199,['分子动力学'],最新论文,0.4271656459192882,"[""应用案例"", ""分子模拟""]","[0, 1, 0, 0, 0, 0, 0, 1]",54,8,0.14814814814814814,0.607,0.412,0.57,0.643
note_0110,2025-10-13 13:02:47.842741,0.8248400819921302,['蛋白质折叠'],最新论文,0.4805086411241177,"[""应用案例"", ""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 1]",30,3,0.1,0.509,0.18,0.312,0.524
note_0111,2023-12-09 13:02:47.842800,0.7416576742119565,"['蛋白质折叠', '蛋白质结构预测']",算法解读,0.3838303661052956,"[""结构预测""]","[1, 0, 0, 0, 0, 0, 0, 0]",16,4,0.25,0.675,0.733,0.691,0.367
